1787.27, 1998.93 0.99 0.68 0.55
1775.66, 1992.86 1.02 0.69 0.56
1769.44, 1991.26 1.05 0.70 0.57
1766.67, 1992.03 1.07 0.75 0.57
1765.67, 1993.67 1.08 0.78 0.58
1765.56, 1995.57 1.11 0.86 0.59
1765.85, 1997.47 1.12 0.84 0.60
1766.34, 1999.27 1.14 0.84 0.60
1766.94, 2000.97 1.14 0.84 0.59
1767.63, 2002.55 1.15 0.85 0.60
