1636.15, 1847.35 1.04 0.71 0.60
1623.73, 1839.85 1.10 0.84 0.62
1619.39, 1839.92 1.11 0.84 0.62
1619.32, 1843.51 1.12 0.84 0.63
1621.52, 1848.64 1.14 0.87 0.63
1624.96, 1854.40 1.18 0.91 0.64
1628.97, 1860.25 1.17 0.91 0.64
1633.19, 1865.96 1.17 0.92 0.63
1637.52, 1871.52 1.18 0.97 0.63
1641.92, 1876.87 1.19 1.01 0.63
